text,label
W e caught e v e r y t h i n g . Your files a n d v i d e o s h a v e b e e n d o w n l o a d e d . T h i s i s y o u r only c h a n c e t o stop it. $ 1 4 0 0 i n B T C is t h e o n l y w a y o u t .,sextortion
Urgent: Pay your toll online to avoid extra fees.,not_sextortion
New login detected from an unknown device. Was this you?,not_sextortion
L i s t e n carefully. We recorded y o u through your c a m e r a . T h i s w i l l ruin y o u r r e p u t a t i o n . P a y $900 o r f a c e t h e c o n s e q u e n c e s .,sextortion
You have a pending lawsuit. Click to learn more.,not_sextortion
Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
Time’s running out. We've cloned your phone. You will lose everything. Do not reply. Just pay $1100. 😳,sextortion
"Your time i s up. W e h a v e your full c o n t a c t list. I f you d o n ’ t p a y , w e ’ l l r e l e a s e t h e video. Do n o t reply. J u s t p a y $ 1 1 0 0 .",sextortion
Receive a $100 Walmart gift card instantly by completing a survey.,not_sextortion
T h e r e ’ s no turning back n o w . W e a c c e s s e d your s o c i a l m e d i a accounts. This w i l l r u i n y o u r reputation. Send $750 in Bitcoin t o t h e address b e l o w .,sextortion
Get 50% off all items during our summer sale!,not_sextortion
Verify your identity to restore full account access.,not_sextortion
Your Apple ID was used on a new device. Click to secure your account.,not_sextortion
Your time is u p . W e recorded y o u t h r o u g h y o u r c a m e r a . T h e f o o t a g e g o e s l i v e i n 2 4 hours. You’ll f i n d our w a l l e t a d d r e s s b e l o w . T r a n s f e r $1300.,sextortion
Your tax refund is ready. Submit your bank info to receive payment.,not_sextortion
Unusual activity detected! Click here to verify: http://security-check.com,not_sextortion
Reactivate your email account to keep receiving messages.,not_sextortion
You’ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
Your Amazon package has shipped and will arrive on Tuesday.,not_sextortion
Reactivate your email account to keep receiving messages.,not_sextortion
Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
Meeting notes from today’s call are attached.,not_sextortion
Reactivate your email account to keep receiving messages.,not_sextortion
You’ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
D o n ' t ignore this m e s s a g e . W e have y o u r f u l l c o n t a c t list. Your f a m i l y a n d f r i e n d s w i l l g e t everything. S e n d $ 7 5 0 i n B i t c o i n to t h e a d d r e s s b e l o w .,sextortion
Get 50% off all items during our summer sale!,not_sextortion
"We c a u g h t everything. Y o u r screen was b e i n g m o n i t o r e d . I f y o u don’t p a y , w e ’ l l r e l e a s e t h e v i d e o . T r a n s f e r $1000 in B T C n o w .",sextortion
Update your bank credentials to avoid account lockout.,not_sextortion
We’ve been watching you for a while. We have your full contact list. You will lose everything. Send $1500 immediately if you want this to go away. 💀,sextortion
Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
W e ’ v e been w a t c h i n g y o u for a w h i l e . We hacked all your d e v i c e s . E v e r y o n e w i l l k n o w y o u r s e c r e t s . Pay $900 o r face the c o n s e q u e n c e s .,sextortion
T h i s is y o u r f i n a l w a r n i n g . W e h a c k e d a l l y o u r d e v i c e s . This i s your only c h a n c e to s t o p i t . $ 1 4 0 0 i n BTC i s t h e o n l y w a y o u t .,sextortion
We caught everything. We accessed your social media accounts. This data will be sold on the dark web. Transfer $1000 in BTC now. 🤫,sextortion
Don't i g n o r e t h i s m e s s a g e . Y o u r screen w a s b e i n g monitored. T h i s w i l l ruin y o u r r e p u t a t i o n . P a y $ 9 0 0 o r face the c o n s e q u e n c e s .,sextortion
Y o u r time i s u p . W e have all your private m o m e n t s s a v e d . T h i s i s your only c h a n c e t o s t o p it. S e n d $ 7 5 0 i n B i t c o i n t o t h e address b e l o w .,sextortion
D o n ' t i g n o r e t h i s m e s s a g e . W e have y o u r f u l l contact l i s t . The f o o t a g e g o e s l i v e i n 2 4 h o u r s . $ 1 4 0 0 i n BTC i s t h e only way o u t .,sextortion
We’ve been watching you for a while. We've cloned your phone. This will ruin your reputation. Follow these instructions and send $1000 in Bitcoin.,sextortion
We caught everything. We have your full contact list. This is your only chance to stop it. Follow these instructions and send $1000 in Bitcoin. 🚨,sextortion
Can we reschedule our meeting to Friday morning?,not_sextortion
Your tax refund is ready. Submit your bank info to receive payment.,not_sextortion
Listen carefully. We accessed your social media accounts. This will ruin your reputation. Use this wallet address to send $850 now. 📸,sextortion
Listen carefully. We've cloned your phone. The footage goes live in 24 hours. You’ll find our wallet address below. Transfer $1300.,sextortion
Download our app to track who's been viewing your profile.,not_sextortion
Update your bank credentials to avoid account lockout.,not_sextortion
Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
You know what you did. We've cloned your phone. The footage goes live in 24 hours. Pay $900 or face the consequences. 😳,sextortion
Your subscription will renew automatically next month.,not_sextortion
Can we reschedule our meeting to Friday morning?,not_sextortion
Time’s r u n n i n g o u t . W e h a v e a l l y o u r p r i v a t e m o m e n t s s a v e d . This data w i l l b e sold o n t h e d a r k w e b . Y o u ’ l l f i n d our w a l l e t a d d r e s s b e l o w . T r a n s f e r $ 1 3 0 0 .,sextortion
Download our app to track who's been viewing your profile.,not_sextortion
L i s t e n c a r e f u l l y . W e ' v e c l o n e d your phone. W e w i l l m a k e you a public e x a m p l e . Y o u ’ l l f i n d our w a l l e t address b e l o w . T r a n s f e r $ 1 3 0 0 .,sextortion
"T h e r e ’ s n o t u r n i n g back n o w . W e h a v e your f u l l contact l i s t . If y o u d o n ’ t p a y , w e ’ l l r e l e a s e the v i d e o . S e n d $ 7 5 0 in Bitcoin t o the a d d r e s s b e l o w .",sextortion
This is your final warning. We intercepted your private messages. Your family and friends will get everything. You have 24 hours to pay $1200 in crypto.,sextortion
Download our app to track who's been viewing your profile.,not_sextortion
We caught everything. We recorded you through your camera. Your family and friends will get everything. Do not reply. Just pay $1100. 🤫,sextortion
You m a d e a huge mistake. W e i n t e r c e p t e d y o u r p r i v a t e messages. This i s your o n l y c h a n c e to s t o p i t . Y o u ’ l l find o u r w a l l e t a d d r e s s b e l o w . T r a n s f e r $ 1 3 0 0 .,sextortion
Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
"We’ve been watching you for a while. We have all your private moments saved. If you don’t pay, we’ll release the video. You’ll find our wallet address below. Transfer $1300. 🚨",sextortion
Time’s running out. We accessed your social media accounts. Your family and friends will get everything. Send $1500 immediately if you want this to go away.,sextortion
There’s no turning back now. Your screen was being monitored. Don’t test us. Follow these instructions and send $1000 in Bitcoin. 🔒,sextortion
Don't forget to submit your time sheet today.,not_sextortion
Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
There’s no turning back now. Your screen was being monitored. Everyone will know your secrets. Transfer $1000 in BTC now. 😈,sextortion
"There’s no turning back now. We accessed your social media accounts. If you don’t pay, we’ll release the video. You have 24 hours to pay $1200 in crypto. 📸",sextortion
Special offer just for you—act fast before it expires.,not_sextortion
Let’s grab lunch next week and catch up.,not_sextortion
Listen carefully. We've cloned your phone. This data will be sold on the dark web. Use this wallet address to send $850 now.,sextortion
Don't forget to submit your time sheet today.,not_sextortion
Your Apple ID was used on a new device. Click to secure your account.,not_sextortion
Y o u m a d e a h u g e m i s t a k e . W e took o v e r your camera w h i l e y o u w e r e o n l i n e . This data w i l l be s o l d o n t h e dark w e b . Send $ 1 5 0 0 immediately i f y o u w a n t t h i s to g o a w a y .,sextortion
Urgent: Pay your toll online to avoid extra fees.,not_sextortion
Verify your identity to restore full account access.,not_sextortion
Unusual activity detected! Click here to verify: http://security-check.com,not_sextortion
L i s t e n carefully. Your f i l e s a n d v i d e o s h a v e been d o w n l o a d e d . Everyone w i l l know y o u r secrets. $1400 in BTC i s the o n l y w a y out.,sextortion
T h i s i s y o u r f i n a l warning. Y o u r s c r e e n was b e i n g monitored. T h i s data w i l l be sold o n the dark web. Y o u h a v e 2 4 h o u r s t o p a y $1200 i n c r y p t o .,sextortion
We caught everything. We took over your camera while you were online. This is your only chance to stop it. Do not reply. Just pay $1100.,sextortion
"There’s no t u r n i n g b a c k now. W e r e c o r d e d y o u t h r o u g h y o u r c a m e r a . I f y o u don’t pay, w e ’ l l r e l e a s e t h e v i d e o . $ 1 4 0 0 in B T C i s the o n l y way o u t .",sextortion
New login detected from an unknown device. Was this you?,not_sextortion
Y o u m a d e a h u g e m i s t a k e . W e t o o k over y o u r camera w h i l e y o u were o n l i n e . Y o u w i l l lose everything. S e n d $750 in B i t c o i n t o the a d d r e s s below.,sextortion
Time’s running out. We intercepted your private messages. You will lose everything. Follow these instructions and send $1000 in Bitcoin.,sextortion
We're hiring remote workers! Apply now and earn $500/day.,not_sextortion
Y o u k n o w w h a t y o u d i d . W e took o v e r y o u r c a m e r a w h i l e y o u w e r e o n l i n e . This will r u i n your r e p u t a t i o n . T r a n s f e r $1000 i n B T C n o w .,sextortion
Click this link to receive your inheritance from a Nigerian prince.,not_sextortion
Urgent: Pay your toll online to avoid extra fees.,not_sextortion
Update billing information to avoid service disruption.,not_sextortion
You know what you did. We have your full contact list. This is your only chance to stop it. Follow these instructions and send $1000 in Bitcoin.,sextortion
Let’s grab lunch next week and catch up.,not_sextortion
"Y o u k n o w w h a t y o u d i d . W e accessed y o u r social media accounts. If y o u don’t p a y , we’ll release t h e v i d e o . Y o u ’ l l f i n d o u r w a l l e t a d d r e s s below. Transfer $1300.",sextortion
You have a pending lawsuit. Click to learn more.,not_sextortion
